sentence,mdd,t_depth,no_change,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD
"נוהל הפניית ילד לוועדת השמה לצורכי חינוך מיוחד יש להגיש את המסמכים הבאים לשירות הפסיכולוגי חינוכי לצורך הכנת תיק תלמיד לוועדת ההשמה:בקשה בכתב לוועדת השמה, חתומה על ידי הורי הילד, או אפוטרופוס חוקי.",20.22,44,0,1,32,34,161,4.735,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6,12,12,0,4,2,20,0,0,2,2,0,2,0,2,0,0,2
"מנגנון ויסות החום של התינוק לא בשל בחודשים הראשונים לחייו, בין היתר משום ששכבת השומן על גופו היא דקה, ושטח עורו גדול יחסית  למשקלו.",17.26,34,0,1,23,24,104,4.333,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,6,16,2,0,2,6,0,4,2,0,0,4,0,4,0,0,0
"לכם, ההורים, יש תפקיד מרכזי בתרגול הזה, ושיתוף הפעולה שלכם הוא קריטי.",9.81,18,0,1,11,12,54,4.5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,4,2,0,6,4,0,0,0,0,0,0,0,2,0,0,0
יש לו פריחה בעור.,2.83,7,1,0,3,4,13,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"בחלק מן המקומות המוגדרים בחוק, ניתן להקצות חדר המיועד לעישון, שיהיה נפרד לחלוטין, מאוורר היטב, ושהעשן אינו מהווה מטרד בחלקים אחרים באותו מקום.",19.16,36,0,1,22,23,115,5.0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,8,16,14,2,2,2,2,0,0,0,2,0,4,0,2,0,0,2
"אלו מקומות נחשבים כמקומות ציבורים לפי חוק ובהם העישון אסורה חוק אוסר לעשן במקומות הציבוריים המפורטים להלן:אולם המשמש בדרך כלל לבית קולנוע, לתיאטרון, להופעות, לקונצרטים, לאופרה או למחול וכן חדר או אולם המשמש לדיון, להרצאה או לישיבות, וכן המסדרונות והאכסדרות, למעט חדר נפרד לחלוטין שהוקצה לעישון בהפסקות בידי הנהלת המקום, מלבד שעומד בתנאי החוק.",40.33,90,0,1,53,55,279,5.073,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,4,32,24,8,10,2,12,0,6,8,0,0,8,4,8,0,0,0
עד למפגש עם הרופא יש להלביש את התינוק בשכבת בגדים נוספת ולוודא שהוא נמצא במקום שחומם היטב.,13.16,25,0,1,16,17,73,4.294,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,6,10,2,2,0,2,0,0,0,2,0,4,2,4,0,0,0
הנפיחות בעיניים מלוּוה לעיתים בהפרשה קלה הניתנת לניגוב בעדינות בעזרת מים פושרים.,10.48,21,0,1,11,13,67,5.154,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,14,8,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0
יש כמה סוגים של סוכרת.,2.25,4,1,0,4,5,17,3.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
ומה בנוגע לזריקות אינסולין?,4.2,5,0,1,3,4,23,5.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0
פעילות גופנית סדירה יכולה לעזור גם היא בשמירה על רמת סוכר תקינה ולמנוע סיבוכים מאוחרים.,8.38,15,0,1,14,15,72,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,4,0,2,0,2,2,0,2,0,0,0,0,2,2,0,0,2
"בשטח בית החולים או במרפאות, לרבות חצר המוסד בטווח של 10 מטר מהכניסה או מהיציאה ובחלקה פתוח לציבור בבית המרקחת.",16.47,33,0,1,19,20,89,4.45,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,18,14,2,2,0,10,0,0,4,0,0,0,0,0,0,0,0
זאת בניגוד להפרעה בייצור האינסולין שמאפיינת את סוכרת הנעורים.,10.64,16,0,1,8,9,52,5.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,2,0,4,0,0,0,2,0,2,2,0,0,0,0
"העובדים האלה לא מבוטחים בביטוח אבטלה, ולכן לא יכולים להיות זכאים לדמי אבטלה:עובד עצמאי - לבדיקת זכויות של עובדים עצמאיים ופרילנסרים בעקבות הקורונה לחצו כאן בעל שליטה בחברת מעטים - לא זכאי לדמי אבטלה גם אם הוא עובד בה כשכיר.",23.16,49,0,1,39,39,179,4.59,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,22,2,8,12,6,4,4,2,12,0,10,4,0,0,0,4,4,0,0,2
"אם המזגן פועל, כדאי שתי שכבות.",5.0,10,0,1,5,6,23,3.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2
תינוק שנוהג לעשות את צרכיו בשעת ההנקה - אפשר להחליף לו את החיתול אחרי ההנקה.,9.43,18,0,1,14,14,60,4.286,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,2,6,0,2,0,2,0,0,0,4,0,2,0,4,0,0,2
מכתב באנגלית מהרופא או הרופאה המטפלים ובו ציון של כל המחלות הכרוניות שמהן סובלים.,11.64,22,0,1,13,14,67,4.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,12,2,2,4,0,0,0,2,0,2,2,0,2,2,0,0
"ואסור להשאיר את התינוק לבד במים, אפילו לא לחלקיק שנייה!",8.25,16,0,1,9,10,44,4.4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,6,2,0,2,0,0,2,2,2,0,2,0,0,0,0,2
הנפיחות נעלמת לאחר זמן קצר.,3.4,5,1,0,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0
"המלווה יכול להיות עו""ד, מתרגם, קרוב משפחה, חבר וכודומה.",6.64,13,0,1,8,10,42,4.2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,2,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2
ועדת השמה תשמש גם כ-וועדת ערר על החלטת ועדת השילוב המוסדות.,7.71,16,0,1,10,12,47,3.917,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,2,8,0,0,2,6,0,2,0,0,0,0,0,2,0,0,0
"כדאי שהתרופות שעימן נוסעים יהיו תואמות את הכתוב במכתב הרפואי – בייחוד נכון הדבר לגבי תרופות הניתנות בהזרקה ותרופות משככות כאבים ממשפחת הנרקוטיקה, למשל אוקסיקוד (Oxycod, Oxycodone), או אמ סי אר (MCR, Morphine) ביטוח נסיעות לחו""ל בכללית חו""ל מאפשר כיסוי לבעיות בריאות ולמחלות קיימות וכרוניות, אם נהנית מתקופת בריאות יציבה בחצי השנה שלפני הטיול בחו""ל.",37.07,82,0,1,54,57,280,4.912,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,36,0,10,22,20,6,12,22,12,0,0,6,2,0,6,0,6,0,0,2
עליהם להקפיד על נטילת התרופות הקבועות ולהימנע מפעילות מאומצת חריגה.,6.83,12,0,1,9,10,57,5.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,2,4,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0
בימים הראשונים ייתכן שתראו כתם בצבע כתום בשתן המופרש על  החיתול.,8.94,17,0,1,10,11,52,4.727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,8,0,2,0,0,0,0,0,0,0,4,0,2,0,0,2
"אם הוועדה תחליט שיש צורך באבחון ו/או בטיפול, יישלח מסרון לטלפון הנייד של אחד ההורים (אם השירות הזה ניתן במחוז שאליו אתם משתייכים).",17.06,38,0,1,22,24,103,4.292,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,16,6,2,6,16,2,0,8,0,0,0,2,0,0,4,4,2,0,0,0
חשוב שעור התינוק יישמר נקי.,3.83,6,0,1,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
"לנוחיותכם, ריכזנו מספר דרכים בהן תוכלו לשלם את חשבון הארנונה: הוראת קבע בבנק נפתח בחלון חדש טופס הוראת קבע בכרטיס האשראי - להדפסה נפתח בחלון חדש טופס הוראת קבע מקוון נפתח בחלון חדש סניפי הבנקים סניפי בנק הדואר – במזומן, המחאה או כרטיס אשראי מוקד תשלומים טלפוני – התשלום הוא באמצעות כרטיס אשראי במוקד התשלומים של אגף הגבייה.",34.41,68,0,1,57,55,259,4.709,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,36,10,10,16,22,0,0,10,32,0,0,2,2,0,0,2,2,2,0,2
חלב אם הוא המזון המושלם לתינוק.,4.71,7,0,1,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"אין להציב במיטה בובות, מגן ראש או מצעים שעלולים לכסות את פני התינוק.",8.31,18,0,1,12,13,54,4.154,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,4,0,0,0,4,0,2,2,2,0,2,0,0,0,0,2
חניון ציבורי מקורה או תת קרקעי.,3.2,6,0,1,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
"לכן חשוב שכל חולה סוכרת שמטופל באינסולין יישא עימו משהו מתוק ואפילו מזרק גלוקגון להזרקה לשריר הירך, בדומה למזרקים האוטומטיים שמצויים בערכות האב""ך.",19.28,40,0,1,22,24,121,5.042,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,6,12,12,2,4,6,6,0,0,4,0,0,6,0,2,2,0,2
"בטיול ממושך, הסכנה העיקרית לחולי־לב נובעת מהעצמה בלתי־רגילה בפעילות היומיומית, שעלולה להפר את האיזון בו נמצאים חולי־לב יציבים.",15.96,30,0,1,17,21,103,4.905,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,10,10,0,2,6,4,0,0,0,2,0,2,0,2,0,0,2
"לאחר מכן, המזכיר יזמין אותך להיכנס לחדר, ותתבקש להציג תעודה מזהה עם תמונה.",8.94,17,0,1,12,13,59,4.538,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,6,4,2,0,4,0,0,0,0,2,0,0,0,4,0,0,0
מה זה קטואצידוזיס?,3.0,3,1,0,2,3,15,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
ניתן לקבל על פי בקשה את פרוטוקול הביניים ואת חוות הדעת שבוצעו על ידי המומחים השונים.,9.84,20,0,1,15,16,68,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,2,0,2,8,0,0,0,4,0,2,0,4,0,0,2
האמת שלא.,2.75,4,1,0,1,2,7,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"קטואצידוזיס נגרם ממחסור חמור באינסולין וגורם לרמה גבוהה של גלוקוזה בדם וליצירת חומר הקרוי ""גופי קטו"".",11.41,23,0,1,15,16,83,5.188,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,6,10,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0
גם כדאי מאוד להתקין בחדר מדחום קיר.,4.25,8,0,1,6,7,28,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2
בועדות נפגעי עבודה ניתן למצוא את חוות הדעת באתר האישי.,7.08,15,0,1,9,10,44,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,6,0,0,2,6,0,0,0,2,0,0,0,0,0,0,2
הרופא יוצג לפניך בשמו ובתחום מומחיותו וכן יוצג לפניך גם המזכיר.,9.47,19,0,1,10,11,52,4.727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,4,4,0,0,2,0,4,0,0,0,0,0,4,0,0,0
פגיעת איבה בחוץ לארץ פגיעה שאירעה בחוץ לארץ תוכר כפגיעת איבה אם מטרתה הייתה פגיעה בישראל או בעם היהודי.,14.57,30,0,1,18,19,84,4.421,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,14,10,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
אתה תושב חוץ ונפגעת תוך כדי ועקב עבודתך אצל מעסיק ישראלי בחוץ לארץ - לצפייה ברשימת המעסיקים לחץ כאן.,13.17,27,0,1,18,18,80,4.444,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,4,2,10,8,4,2,0,4,0,2,0,0,0,0,2,6,0,0,0
זו יכולה להיות אפילו מחלה קלה שמחוללת שינוי בדפוס הפעולה של מנגנון החיסון בגוף.,8.47,17,0,1,13,14,65,4.643,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,4,0,2,0,4,0,0,2,0,0,2,2,0,0,0,2
התופעה הזאת נקראת היפוגליקמיה והיא יכולה להתרחש בעקבות מתן מנה גדולה מדי של אינסולין או בעקבות דילוג על ארוחה ולעיתים אף ללא סיבה ברורה.,13.78,27,0,1,23,24,112,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,2,8,4,2,0,2,0,4,4,0,0,0,4,8,0,0,2
"מדובר בכתמי לידה אדומים המופיעים על העפעפיים, על המצח, מעל השפה ובעורף.",8.88,17,0,1,11,12,57,4.75,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,8,2,4,0,2,0,0,0,0,0,2,0,6,0,0,0
"תאילנד עצמה מדווחת כי מתוך אוכלוסיית התרמילאים הפוקדת אותה כיום, 15% הם מעל לגיל 55 (בהשוואה לשיעור זניח של בני הגילאים האלה לפני עשר שנים).",14.81,29,0,1,24,25,111,4.44,4,5,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,10,2,2,4,6,0,4,4,4,0,0,2,2,0,4,6,6,0,0,0
"סוכרת נעורים מופיעה בדרך כלל לפני גיל 30, והסובלים ממנה חייבים לקבל טיפול באינסולין.",8.71,17,0,1,13,14,69,4.929,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,4,2,4,0,6,0,0,0,0,0,0,0,4,0,0,2
העור של תינוק חדש הוא בדרך כלל עדין ורגיש.,6.3,11,1,0,8,9,33,3.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
חשוב לשמור על קפלים נקיים.,2.0,3,1,0,4,5,21,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
איך לסדר את חדר התינוק?,3.4,6,1,0,4,5,18,3.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0
"שלב שני: בדיקת המצב הרפואי שלך הבדיקה מיועדת לקביעת אחוז נכות, ולא לצורך טיפול רפואי, ולכן היא אינה דומה לבדיקות שמבצע רופא משפחה או רופא מטפל אחר.",18.89,37,0,1,26,27,117,4.333,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,8,8,4,6,6,10,0,2,4,0,0,4,2,2,0,0,0
"מומלץ להציב שילוט ברור בכניסה למקום האוסר על העישון במקום, בנוסף לשילוט המחויב על פי התקנות בתוך בית העסק.",14.86,29,0,1,18,19,86,4.526,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,10,16,0,4,0,4,0,0,0,0,0,2,0,6,0,0,2
איך מטפלים בסוכרת נעורים?,2.8,5,1,0,3,4,21,5.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0
לאחר הלידה ניתן להבחין לעיתים בעור התינוק בפריחה עדינה אדמדמה המלוּוה בבליטה צהבהבה במרכז.,9.74,20,0,1,13,15,75,5.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6,8,8,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2
"סוכרת נעורים מופיעה בדרך כלל בפתאומיות, לעיתים קרובות אחרי שהילד או הצעיר סבלו ממחלה נגיפית כלשהי.",11.23,21,0,1,15,16,81,5.062,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,10,6,0,2,0,4,0,0,2,0,0,2,0,2,0,0,0
לאחר קבלת ההודעה בנוגע לצורך באבחון ו/או בטיפול יש לפנות למשרד המרפאה כדי לברר על איזה מסלול אבחון וטיפול מבין שני המסלולים הקיימים המליצה הוועדה: אבחון/טיפול בתחום אחד (או יותר).,19.39,37,0,1,29,32,144,4.5,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,20,6,4,10,14,2,0,6,8,0,2,0,0,0,0,0,6,2,0,0
הטיפול הוא תהליך.,3.33,4,0,1,2,3,14,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ללא טיפול הולם עלול מצבו של החולה להידרדר לאובדן הכרה.,5.45,13,0,1,9,10,44,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"הרופא קובע את אחוז הנכות לפי ספר הליקויים, בו מופיע אחוז נכות מוגדר לכל ליקוי רפואי.",9.56,20,0,1,15,16,67,4.188,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,6,0,2,2,8,0,0,0,2,0,0,0,4,2,0,0
עד גיל 14 ימים צריך לבדוק שהתינוק חזר למשקל הלידה שלו.,9.33,18,0,1,10,11,43,3.909,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,6,0,0,0,4,0,0,0,0,0,4,0,2,0,0,2
"תנאי שני - מעמדך בישראל הכרה כנפגע פעולות איבה ניתנת רק למי שהמעמד שלו בישראל הוא אחד מאלה:אתה תושב/ת ישראל או בעל אזרחות ישראלית והפגיעה התרחשה בישראל, בשטחי יהודה שומרון (שטחים שבשליטת ישראל) או מחוץ לישראל.",25.92,55,0,1,35,37,167,4.514,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,18,2,2,20,10,2,2,18,14,0,2,4,0,2,4,0,0,0,0,0
"נוסף על הטיפול התרופתי יש להקפיד על תזונה נכונה, וחשוב להתייעץ עם דיאטנית לקביעת הדיאטה המתאימה.",10.05,20,0,1,15,16,79,4.938,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,8,2,0,4,2,0,0,0,0,0,0,0,6,0,0,2
"החוקרים מניחים שהגורם למחלה הוא הפרעה במערכת החיסון, שמסיבות לא ברורות פועלת נגד תאי הלבלב המייצרים את האינסולין והורסת אותם.",14.26,28,0,1,19,20,104,5.2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,4,10,2,8,0,4,0,2,0,2,0,6,0,2,0,0,0
"הרשימה צריכה לכלול גם שמות גנריים של התרופות, לא רק שמות מסחריים, כך שהתרופות תהיינה קלות לזיהוי בכל מקום בעולם.",13.0,25,0,1,19,20,90,4.5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,6,8,0,0,2,4,0,8,0,0,0,2,2,0,2,0,2
איך מטפלים בעור?,3.0,5,1,0,2,3,13,4.333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
זהו המרווח הרצוי.,3.5,5,0,1,2,3,14,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
אנחנו מאמינים שחובתנו וזכותנו לעמוד לצדכם ולסייע לכם ככל יכולתנו.,7.08,12,0,1,9,10,55,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,4,2,4,2,0,0,2,0,0,2,2,2,0,0,0
מסיבה דומה ניתן להבחין לעיתים בנפיחות בשדי התינוקות משני המינים.,8.0,17,0,1,9,10,54,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,8,6,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2
"עד לגילוי האינסולין (על ידי שני חוקרים קנדים: חתן פרס נובל ד""ר פרדריק בנטינג ושותפו למחקר ד""ר צ'רלס בסט) מי שחלה בסוכרת נעורים היה מת בתוך זמן לא רב לאחר גילוי המחלה.",18.62,38,0,1,31,35,128,3.657,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,20,10,2,8,8,2,0,8,10,0,2,0,0,2,2,0,6,0,0,0
לעיתים עשוי הרופא להפנות את הילד לבדיקות שמיעה וראייה לפני שהוא מפנה אותו לוועדה.,9.06,18,0,1,13,14,67,4.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,4,2,4,2,2,0,2,0,4,0,2,2,2,0,0,0
בחלק מהמחוזות תישלח גם הודעה בדואר.,5.56,11,0,1,5,6,29,4.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
לטיפת חלב מומלץ להגיע מוקדם ככל הניתן ולכל המאוחר שבועיים לאחר הלידה.,8.73,17,0,1,11,12,57,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,4,2,2,0,2,0,2,2,0,0,0,0,2,2,0,2
קיומן של ועדת השמה למקרים החריגים שפורטו לעיל מחייב אישור של מנהל מחוז.,8.82,17,0,1,12,13,58,4.462,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,6,0,0,2,2,0,2,0,0,0,2,0,0,0,0,2
פעם ביום רצוי להוציא את התינוק לחדר מחומם אחר ולאוורר את חדרו.,7.53,14,0,1,11,12,50,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,6,0,2,2,0,0,2,0,4,0,0,0,2,0,0,2
"את המסמך כדאי להגיש לרופא או למזכיר, הרופא יקרא את המסמך והוא יצורף לדו""ח הוועדה.",10.32,20,0,1,14,16,64,4.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,12,8,0,4,8,2,0,0,0,0,0,2,4,0,0,2,0,0,0,2
לעיתים ניתן לראות אצל בנות הפרשה דמית קלה מהנרתיק שחולפת בתוך ימים ספורים.,8.2,15,0,1,12,13,61,4.692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,4,0,2,0,2,0,2,0,0,0,2,0,4,0,0,2
עלייה בשכיחות הזיהומים ובקושי רב יותר לרפאם - בשל הפגיעה בפעילותה של מערכת החיסון.,9.13,18,0,1,13,13,67,5.154,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,2,6,6,2,0,0,4,0,2,0,0,0,0,0,2,0,0,0
"דו""ח קלינאית תקשורת של קופת חולים (לא פרטי)/ מרפאה בעיסוק (אם רלוונטי לקשיי הילד)אבחון פסיכולוגי.",8.71,18,0,1,14,17,76,4.471,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,8,2,2,4,4,0,2,8,6,0,0,0,0,0,0,0,0,0,0,0
מהם גורמי הסיכון?,2.67,4,0,1,2,3,14,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
היכן ניתן לשלם?,2.33,3,0,1,2,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
נציגי שירות לקוחות – תוכלו לגשת אל משרדי אגף הגבייה בשעות קבלת קהל ולשלם בהמחאה או בכרטיס אשראי.,11.55,22,0,1,17,17,77,4.529,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,8,4,2,0,4,14,0,0,2,0,0,0,0,2,0,0,2
"כמה מילים מרגיעות (בדרך כלל...)על אף הסיכונים הבריאותיים המיוחדים לעולם השלישי, הרי שסיבת התמותה המובילה בקרב המטיילים היא, עדיין, מחלות־לב וכלי דם – כלומר: התקפי־לב ואירועים מוחיים.",21.18,42,0,1,26,29,143,4.931,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,8,18,4,6,14,4,0,0,2,0,0,6,0,2,4,0,0
"סוכרת מבוגרים, הנקראת גם סוכרת סוג 2 או סוכרת שאינה תלויה באינסולין.",7.18,13,1,0,11,12,55,4.583,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,6,2,2,0,2,2,0,0,4,0,0,0,0,0
"בטיול ממושך, הסכנה העיקרית היא דווקא אירועים של היפוגליקמיה (ירידה ברמת הסוכר) בשל שינוי בהרגלי האכילה ובסדר היום.",14.04,29,0,1,17,18,93,5.167,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,8,12,2,0,8,6,0,2,0,0,0,0,0,2,0,0,0
קיימים 5 תנאי זכאות לקבלת דמי אבטלה:תנאי ראשון – תושבות עליך להיות תושב/ת ישראל או תושב ארעי (בידך רישיון לישיבת קבע או רישיון לישיבת ארעי).,14.24,26,0,1,24,26,110,4.231,1,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,4,6,0,0,0,14,10,0,0,4,0,0,0,0,2,0,0,0
איך נערכים נכון לנסיעה?,3.2,6,0,1,3,4,19,4.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0
בהמשך מצופה שהתינוק יוסיף למשקלו בממוצע 210-140 גרם בשבוע.,7.79,14,0,1,8,10,48,4.8,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,0,8,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
