Original Name,Gender,Description,Location
VALDETE,female,sea waves,Albanian
VALMIRA,female,good wave ( ? ),Albanian
VENERA,female,of Venus,Albanian
VERA,female,summer,Albanian
VJOLLCA,female,violet,Albanian
XHEVAHIRE,female,jewel,Albanian
YLLKA,female,star,Albanian
ZAMIRA,female,good voice,Albanian
ACCA,male,oak ( strong ),Anglo_saxon
ÆÐELBALD,male,nobly bold,Anglo_saxon
��ELBERT,male,nobly bright,Anglo_saxon
��ELFRID,male,noble peace,Anglo_saxon
��ELHEARD,male,nobly stern,Anglo_saxon
��ELRED,male,noble counsel,Anglo_saxon
��ELRIC,male,noble ruler,Anglo_saxon
��ELSTAN,male,noble stone,Anglo_saxon
��ELWEARD,male,noble keeper,Anglo_saxon
��ELWINE,male,noble friend,Anglo_saxon
��ELWULF,male,noble wolf,Anglo_saxon
ÆGLÆCA,male,champion ; monster,Anglo_saxon
ÆLFGAR,male,elf spear,Anglo_saxon
ÆLFHERE,male,elf warrior,Anglo_saxon
ÆLFRED,male,elf counsel,Anglo_saxon
ÆLFRIC,male,elf ruler,Anglo_saxon
ÆLFWALD,male,elf power,Anglo_saxon
ÆLFWEALD,male,elf power,Anglo_saxon
ÆLFWEARD,male,elf keeper,Anglo_saxon
ÆLFWINE,male,elf friend,Anglo_saxon
ÆLLA,male,"battle , or , elf friend",Anglo_saxon
ÆLLE,male,"battle , or , elf friend",Anglo_saxon
�LRED,male,noble counsel,Anglo_saxon
�LRIC,male,all powerful,Anglo_saxon
�SC,male,"ash-tree , Rune , or , ash-spear",Anglo_saxon
�THEL,male,noble,Anglo_saxon
�THELBALD,male,nobly bold,Anglo_saxon
�THELBERT,male,nobly bright,Anglo_saxon
�THELBERHT,male,nobly bright,Anglo_saxon
�THELFRID,male,noble peace,Anglo_saxon
�THELFRITH,male,noble peace,Anglo_saxon
ÆTHELHARD,male,nobly stern,Anglo_saxon
ÆTHELHEARD,male,nobly stern,Anglo_saxon
ÆTHELMAER,male,noble greatness,Anglo_saxon
ÆTHELMAR,male,noble greatness,Anglo_saxon
ÆTHELRED,male,noble counsel,Anglo_saxon
ÆTHELRIC,male,noble ruler,Anglo_saxon
ÆTHELSTAN,male,noble stone,Anglo_saxon
�THELU,male,noble,Anglo_saxon
ÆTHELWEARD,male,noble keeper,Anglo_saxon
ÆTHELWINE,male,noble friend,Anglo_saxon
ÆTHELWULF,male,noble wolf,Anglo_saxon
ÆTHELWULFING,male,son of Aethelwulf,Anglo_saxon
AGLÆCA,male,champion ; monster,Anglo_saxon
ALFWALD,male,elf power,Anglo_saxon
ALFWEALD,male,elf power,Anglo_saxon
ALMARIC,male,work ruler,Anglo_saxon
ANLÁF,male,forefather 's relic,Anglo_saxon
ANNA,male,one who shows favor,Anglo_saxon
AYLMER,male,noble greatness,Anglo_saxon
BALDRIC,male,bold power,Anglo_saxon
BALDWINE,male,bold friend,Anglo_saxon
BEALDRIC,male,bold power,Anglo_saxon
BEALDWINE,male,bold friend,Anglo_saxon
BEORHTHERE,male,bright army,Anglo_saxon
BEORHTRAED,male,bright counsel,Anglo_saxon
BEORHTWULF,male,bright wolf,Anglo_saxon
BEORNHEARD,male,bear strong,Anglo_saxon
BEOWULF,male,"bee wolf , i.e . a bear",Anglo_saxon
BERHTULF,male,bright wolf,Anglo_saxon
BRYNI,male,to brandish a sword ( ? ),Anglo_saxon
CAEDMON,male,horn of battle ; a warrior,Anglo_saxon
CÆNA,male,"brave , fierce , keen , warlike",Anglo_saxon
CANUTE,male,knot,Anglo_saxon
CEADDA,male,warrior,Anglo_saxon
CEADDE,male,warrior,Anglo_saxon
CEDRIC,male,"renowned leader , or , war leader",Anglo_saxon
CENA,male,"brave , keen",Anglo_saxon
CENERIC,male,fierce ruler,Anglo_saxon
CENHELM,male,fierce helmet,Anglo_saxon
CENRED,male,able council,Anglo_saxon
CENRIC,male,fierce ruler,Anglo_saxon
CEOLSIGE,male,victory ship,Anglo_saxon
CERDIC,male,"renowned leader , or , war leader",Anglo_saxon
CHAD,male,warrior,Anglo_saxon
CNUD,male,knot,Anglo_saxon
CUTHBEORHT,male,"war bright , or , noted brightness",Anglo_saxon
CUTHBERT,male,"war bright , or , noted brightness",Anglo_saxon
CYNEBEALD,male,remarkably brave,Anglo_saxon
CYNEFRID,male,noble peace,Anglo_saxon
CYNEFRITH,male,noble peace,Anglo_saxon
CYNERIC,male,"mighty ruler , or , wealthy ruler",Anglo_saxon
CYNEWARD,male,royal guard,Anglo_saxon
CYNEWEARD,male,royal guard,Anglo_saxon
DAEGBERHT,male,day-bright,Anglo_saxon
DAEGMUND,male,day protection ; or soldier,Anglo_saxon
DAG,male,day,Anglo_saxon
DEORWINE,male,dear friend,Anglo_saxon
DUNSTAN,male,black stone,Anglo_saxon
EAD,male,rich,Anglo_saxon
EÁDGÁR,male,happy spear,Anglo_saxon
EADGARD,male,keeper of his oath,Anglo_saxon
EÁDHUN,male,happy bear-cub,Anglo_saxon
EÁDMÆR,male,happy and illustrious one,Anglo_saxon
EADMAR,male,happy and illustrious one,Anglo_saxon
EÁDMUND,male,happy protection,Anglo_saxon
EÁDRÆD,male,happy counsel,Anglo_saxon
EADREAD,male,happy red,Anglo_saxon
EADRED,male,happy counsel,Anglo_saxon
EÁDRIC,male,happy ruler,Anglo_saxon
EÁDULF,male,happy wolf,Anglo_saxon
EÁDWARD,male,happy guardian,Anglo_saxon
EÁDWEARD,male,happy guardian,Anglo_saxon
EÁDWIG,male,happy warrior,Anglo_saxon
EÁDWINE,male,happy friend,Anglo_saxon
EÁDWULF,male,happy wolf,Anglo_saxon
EÁLDRAED,male,old counsel,Anglo_saxon
EALDRED,male,old counsel,Anglo_saxon
EALDWINE,male,old friend,Anglo_saxon
EARIC,male,ever-king,Anglo_saxon
EARNWALD,male,eagle power,Anglo_saxon
EARNWEALD,male,eagle power,Anglo_saxon
EASTGOTA,male,eastern Goth,Anglo_saxon
EASTMUND,male,eastern protection,Anglo_saxon
EBORIC,male,wild boar king,Anglo_saxon
ECGBEORHT,male,bright-eyed,Anglo_saxon
ECGBERCT,male,bright-eyed,Anglo_saxon
ECGBERT,male,bright-eyed,Anglo_saxon
ECGBRYHT,male,bright-eyed,Anglo_saxon
EDMUND,male,happy protection,Anglo_saxon
EDWY,male,rich warrior,Anglo_saxon
EGLAF,male,"ever-leave , or , ever-heir",Anglo_saxon
ELFGAR,male,elf spear,Anglo_saxon
ELFHERE,male,an army elf,Anglo_saxon
ELFWALD,male,elf power,Anglo_saxon
EOFORHEARD,male,stern wild boar,Anglo_saxon
EOFORWINE,male,wild boar friend,Anglo_saxon
EORMAN,male,"public ; universal , the whole of mankind",Anglo_saxon
EORMENGILD,male,public pledge,Anglo_saxon
EORMENRIC,male,"public ruler ; or , universal ruler",Anglo_saxon
ERWIG,male,wild boar ruler,Anglo_saxon
ESA,male,the gods,Anglo_saxon
ETHELBALD,male,nobly bold,Anglo_saxon
ETHELBERT,male,nobly bright,Anglo_saxon
ETHELFRID,male,noble peace,Anglo_saxon
ETHELFRITH,male,noble peace,Anglo_saxon
ETHELHARD,male,nobly stern,Anglo_saxon
ETHELHEARD,male,nobly stern,Anglo_saxon
ETHELMAR,male,noble greatness,Anglo_saxon
ETHELRED,male,noble counsel,Anglo_saxon
ETHELRIC,male,noble ruler,Anglo_saxon
ETHELSTAN,male,noble stone,Anglo_saxon
ETHELWARD,male,noble keeper,Anglo_saxon
ETHELWOLF,male,noble wolf,Anglo_saxon
EVERWIN,male,wild boar friend,Anglo_saxon
EVORIC,male,wild boar ruler,Anglo_saxon
FREODHERIC,male,peace ruler,Anglo_saxon
FREODHORIC,male,peace ruler,Anglo_saxon
FRITHURIC,male,peace ruler,Anglo_saxon
GARRICK,male,spear ruler,Anglo_saxon
GLAEDWINE,male,cheerful friend,Anglo_saxon
GODESCEALC,male,God 's servant,Anglo_saxon
GODERIC,male,God rules,Anglo_saxon
GODRIC,male,God rules,Anglo_saxon
GODWIN,male,God 's friend,Anglo_saxon
GODWINE,male,God 's friend,Anglo_saxon
GODEWINE,male,God 's friend,Anglo_saxon
GRENDEL,male,"grinder ( of bones ) , or , the monstrous one",Anglo_saxon
HEADHO,male,fierce fighter,Anglo_saxon
HENGIST,male,stallion,Anglo_saxon
HEORUVARD,male,sword guardian,Anglo_saxon
HEREBEORHT,male,bright warrior,Anglo_saxon
HEREWALD,male,army power,Anglo_saxon
HEREWARD,male,"army guard ; or , sword guardian",Anglo_saxon
HEREWEALD,male,army power,Anglo_saxon
HEREWEARD,male,army guard,Anglo_saxon
HILDEBEORHT,male,war bright,Anglo_saxon
HILDRED,male,battle counsel,Anglo_saxon
HORSA,male,horse,Anglo_saxon
HRODBEORHT,male,bright glory,Anglo_saxon
HRODBYRHT,male,bright glory,Anglo_saxon
HROÐGAR,male,famous spear,Anglo_saxon
HROTHGAR,male,famous spear,Anglo_saxon
HROTHWULF,male,famous wolf,Anglo_saxon
HUNFRITH,male,giant peace,Anglo_saxon
IDA,male,rich,Anglo_saxon
INA,male,"domestic , or , entertainer",Anglo_saxon
IRMIN,male,public ; universal,Anglo_saxon
KENELM,male,fierce helmet,Anglo_saxon
KENRICK,male,fierce ruler,Anglo_saxon
KENWARD,male,royal guard,Anglo_saxon
LEODGAR,male,people 's spear,Anglo_saxon
LEOFRIC,male,dear ruler,Anglo_saxon
LEOFWINE,male,beloved friend,Anglo_saxon
MEREHWIT,male,sea white,Anglo_saxon
OCTHA,male,eight,Anglo_saxon
OSBEORHT,male,divine glory,Anglo_saxon
OSBEORN,male,divine bear,Anglo_saxon
OSGAR,male,divine spear,Anglo_saxon
OSGOD,male,rune-god,Anglo_saxon
OSCETYL,male,divine kettle,Anglo_saxon
OSMUND,male,divine protection,Anglo_saxon
OSULF,male,divine wolf,Anglo_saxon
OSWEALD,male,divine power,Anglo_saxon
OSWIN,male,divine friend,Anglo_saxon
OSWINE,male,divine friend,Anglo_saxon
PAEGA,male,"small ( ? ) or fountain , source ( ? )",Anglo_saxon
RAEDWULF,male,red or counsel wolf,Anglo_saxon
RADULF,male,red or counsel wolf,Anglo_saxon
RAGENALD,male,power of judgment,Anglo_saxon
RAYNAR,male,warrior of judgment,Anglo_saxon
RANULF,male,house wolf,Anglo_saxon
RANDULF,male,house wolf,Anglo_saxon
RAULF,male,house wolf,Anglo_saxon
RICEHARD,male,hard ruler,Anglo_saxon
SELEFERTH,male,hall-life,Anglo_saxon
SELWYN,male,fitting friend,Anglo_saxon
SIBBALD,male,victory bold,Anglo_saxon
SIGBERT,male,victory bright,Anglo_saxon
SIGEBALD,male,victory bold,Anglo_saxon
SIGEBEALD,male,victory bold,Anglo_saxon
SIGEBEORHT,male,victory bright,Anglo_saxon
SIGEBERHT,male,victory bright,Anglo_saxon
SIGEFRIED,male,conquering peace,Anglo_saxon
SIGEWARD,male,victorious guardian,Anglo_saxon
SIGEWEARD,male,victorious guardian,Anglo_saxon
SIGWARD,male,victorious guardian,Anglo_saxon
SIWEARD,male,victory guard,Anglo_saxon
SWAYN,male,"a boy , lad",Anglo_saxon
SWEYN,male,"a boy , lad",Anglo_saxon
THEODBEALD,male,people bold,Anglo_saxon
THORWEALD,male,Thor 's power,Anglo_saxon
THUNOR,male,"ÞUNOR , thunder",Anglo_saxon
THURGIS,male,Thor 's hostage,Anglo_saxon
THURWEALD,male,Thor 's power,Anglo_saxon
THURWOLD,male,Thor 's power,Anglo_saxon
TIW,male,thunder,Anglo_saxon
UNWINE,male,friend of the gods or Huns,Anglo_saxon
WADA,male,to ford,Anglo_saxon
WADE,male,"ford , meadow",Anglo_saxon
WALDHERE,male,powerful warrior,Anglo_saxon
WASSA,male,satyr ( ? ),Anglo_saxon
WEALDHERE,male,powerful warrior,Anglo_saxon
WIBERT,male,war bright,Anglo_saxon
WIGBEORHT,male,war bright,Anglo_saxon
WIGBERT,male,war bright,Anglo_saxon
WIGHEARD,male,war hard,Anglo_saxon
WIGMUND,male,war protection,Anglo_saxon
WIGSTAN,male,war stone,Anglo_saxon
WILBEORHT,male,will-bright,Anglo_saxon
WILFRID,male,resolute peace,Anglo_saxon
WILFRITH,male,resolute peace,Anglo_saxon
WILHEARD,male,resolute and stern,Anglo_saxon
WILLARD,male,resolute and stern,Anglo_saxon
WIMUND,male,war protection,Anglo_saxon
WINE,male,friend,Anglo_saxon
WINI,male,friend,Anglo_saxon
WINFRID,male,friend of peace,Anglo_saxon
WINFRITH,male,friend of peace,Anglo_saxon
WODAN,male,all-pervading,Anglo_saxon
WODEN,male,all-pervading,Anglo_saxon
WULFRIC,male,wolf ruler,Anglo_saxon
WYBERT,male,war bright,Anglo_saxon
WYNSTAN,male,friend stone,Anglo_saxon
WYRTGEORN,male,"great lord ; man prince ; or , zealous speaker ?",Anglo_saxon
ÆÐELÞRYÐ,female,noble threatener,Anglo_saxon
ÆLFGIFU,female,elf-gift,Anglo_saxon
ÆLFGIVA,female,elf-gift,Anglo_saxon
ÆLFLÆD,female,elfin-beauty,Anglo_saxon
ÆLFLED,female,elfin-beauty,Anglo_saxon
ÆLFÞRYÐ,female,threatening elf,Anglo_saxon
ÆLFTHRYTH,female,threatening elf,Anglo_saxon
ÆLGIFU,female,elf-gift,Anglo_saxon
�THEL,female,noble,Anglo_saxon
�THELFLÆD,female,noble increase,Anglo_saxon
�THELFLED,female,noble increase,Anglo_saxon
�THELFLEDA,female,noble increase,Anglo_saxon
�THELGYTH,female,noble strife,Anglo_saxon
�THELIND,female,"noble and mild , or , noble snake",Anglo_saxon
ÆTHELTHRYTH,female,noble threatener,Anglo_saxon
�THELU,female,noble,Anglo_saxon
ARDITH,female,good war,Anglo_saxon
BARBARY,female,stranger,Anglo_saxon
BEBBA,female,God 's oath,Anglo_saxon
CYNEBURGA,female,pledge of kindred,Anglo_saxon
CYNEBURH,female,pledge of kindred,Anglo_saxon
EAD,female,rich,Anglo_saxon
EADBURGA,female,rich protection,Anglo_saxon
EADGYTH,female,rich battle,Anglo_saxon
EADHILD,female,rich battle maid,Anglo_saxon
EALDGYTH,female,old battle,Anglo_saxon
EBBA,female,rich protection,Anglo_saxon
EED,female,rich,Anglo_saxon
EOFORHILD,female,wild boar battle maiden,Anglo_saxon
ERNA,female,"reserved , shy",Anglo_saxon
ETHELDREDA,female,noble threatener,Anglo_saxon
ETHELFLEDA,female,noble increase,Anglo_saxon
ETHELIND,female,"noble and mild , or , noble snake",Anglo_saxon
ETHELINDA,female,"noble and mild , or , noble snake",Anglo_saxon
FIRAMODOR,female,the goddess of the earth,Anglo_saxon
FRIDESWIDE,female,peace strength,Anglo_saxon
FRIDISWID,female,peace strength,Anglo_saxon
FRITHSWITH,female,peace strength,Anglo_saxon
FRITHUSWITH,female,peace strength,Anglo_saxon
GISA,female,hostage,Anglo_saxon
GYTHA,female,gift,Anglo_saxon
HROTHWYN,female,famous joy,Anglo_saxon
IDONEA,female,she who works incessantly,Anglo_saxon
LEOBGYTHA,female,"dear gift , or , love gift",Anglo_saxon
LEOFGYTH,female,"dear gift , or , love gift",Anglo_saxon
LEOLA,female,deer ( swift ),Anglo_saxon
LIOBA,female,love,Anglo_saxon
LIUBA,female,love,Anglo_saxon
MILBURGA,female,mild pledge,Anglo_saxon
MILDBURH,female,mild pledge,Anglo_saxon
MILDRYTH,female,mild threatener,Anglo_saxon
MILDTHRYTH,female,mild threatener,Anglo_saxon
MURIEL,female,"perfumed , or , myrrh",Anglo_saxon
OSBEORHT,female,divine glory,Anglo_saxon
ROWENA,female,white skirt,Anglo_saxon
YMMA,female,"work , or , a nurse",Anglo_saxon
AALI,male,sublime,Arabian
ABBAS,male,father,Arabian
ABD,male,"servant , slave",Arabian
ABDAL,male,servant of the,Arabian
ABDALLAH,male,servant of God,Arabian
ABD-ALLAH,male,servant of God,Arabian
ABDALLATIF,male,servant of the genteel one,Arabian
ABDALMALEK,male,servant of the king or master,Arabian
ABD-AL-MALIK,male,servant of the king,Arabian
ABD-AL-MUMIN,male,servant of the believer,Arabian
ABDALRAHMAN,male,servant of the compassionate one,Arabian
ABD-AL-WAHHAB,male,servant of the giver,Arabian
ABDEL,male,servant of the,Arabian
ABD-EL-KADER,male,servant of the powerful,Arabian
ABD-EL-KADIR,male,servant of the powerful,Arabian
ABD-EL-MALEK,male,servant of the king,Arabian
ABD-EL-MOOTTALIB,male,"servant of Moottalib , or , servant of the demander",Arabian
ABD-EL-MOTTALIB,male,"servant of Mottalib , or , servant of the demander",Arabian
ABD-EL-QADIR,male,servant of the powerful,Arabian
ABDERRAHMAN,male,servant of the compassionate,Arabian
ABD-ER-RAHMAN,male,servant of the compassionate,Arabian
ABDOL-MOTALLEB,male,"servant of Motalleb , or , servant of the demander",Arabian
ABDSHEMS,male,"servant of Shemesh , or , servant of the sun",Arabian
ABDSHEMSASLAM,male,a suitable servant of Shemesh,Arabian
ABDUL-MALIK,male,servant of the king,Arabian
ABDUL-MUMEN,male,servant of the believer,Arabian
ABDUL-MUTTALIB,male,"servant of Motalleb , or , servant of the demander",Arabian
ABDULAZIZ,male,servant of the esteemed one,Arabian
ABDULLAH,male,servant of God,Arabian
ABD-UL-LATEEF,male,servant of the genteel,Arabian
ABDUL-LATIF,male,servant of the genteel,Arabian
ABD-UL-LATIF,male,servant of the genteel,Arabian
ABDURRHAMAN,male,servant of the compassionate,Arabian
ABID,male,"an adorer , or servant of",Arabian
ABIYATEH,male,the son of Tehar,Arabian
ABLA,male,producer of expansion,Arabian
ABLAH,male,producer of expansion,Arabian
ABUBAKAR,male,father of the camel,Arabian
ABYAN,male,"clear , evident , obvious",Arabian
AD,male,"in Arabian history , the grandson of Ham",Arabian
ADEL,male,"equitable , just",Arabian
ADHAM,male,"a horse of a black colour , inclining to a dusky green",Arabian
ADIACRAS,male,king of the Libyans,Arabian
ADIL,male,"equitable , just",Arabian
ADNAN,male,engrafted,Arabian
AFEEF,male,chaste,Arabian
AFIF,male,chaste,Arabian
AFZAL,male,"chief , most excellent , principal",Arabian
AHMAD,male,commendable,Arabian
AHMED,male,commendable,Arabian
AIMU,male,Aym ( `` mighty '' ),Arabian
AKBAR,male,the greatest,Arabian
AKBARU,male,the greatest,Arabian
AKEEM,male,wise,Arabian
AKMAL,male,most complete,Arabian
AL,male,the,Arabian
ALAA,male,God par excellence,Arabian
ALA,male,"AL-DIN , glory of the faith .",Arabian
ALADDIN,male,glory of the faith,Arabian
AL-ALEM,male,the one who knows everything,Arabian
ALAMLUK,male,a king of Saboea,Arabian
AL-AZIZ,male,the esteemed one,Arabian
ALDEBARAN,male,the follower,Arabian
ALEM,male,one who knows everything,Arabian
ALI,male,high ; sublime,Arabian
ALIM,male,one who knows everything,Arabian
AL-KARIM,male,"the bountiful one , or , the noble one",Arabian
ALLAH,male,God,Arabian
ALLAH,male,"TAALA , the Supreme God .",Arabian
ALLAMU,male,the omniscient,Arabian
ALMAKAH,male,Venus,Arabian
ALMOSHTARI,male,the planet Jupiter,Arabian
ALOHNIM,male,the Gods,Arabian
AL-QADIR,male,the powerful,Arabian
AMAL,male,hope,Arabian
AMEEN,male,faithful,Arabian
AMEER,male,"prince , or , abundant",Arabian
AMIN,male,faithful,Arabian
AMĪR,male,"῾ĀMIR , commander , or , abundant",Arabian
AMIT,male,death,Arabian
AMMANAS,male,a South Arabian divinity,Arabian
AMMULADI,male,king of Kedar,Arabian
AMRAN,male,of kin to the exalted one,Arabian
ANIS,male,"a friend , comrade , familiar acquaintance",Arabian
