NumOf_Words,NumOf_Let,Word_Avg_Size,NumOf_Stopwords,NumOf_Number_Char,NumOf_#,NumOf_@,NumOf_Other_Sym,NumOf_Caps_Words
14,87,6.214,4,0,4,1,6,0
7,37,5.286,1,0,0,0,4,0
8,40,5.0,4,0,3,0,3,0
18,89,4.944,2,0,3,2,22,0
10,54,5.4,0,0,5,1,9,0
15,59,3.933,1,0,7,0,36,0
18,86,4.778,8,0,1,0,4,0
19,42,2.211,5,0,1,0,36,0
13,56,4.308,4,3,1,0,5,0
15,87,5.8,3,0,1,1,10,0
19,98,5.158,2,0,2,2,13,0
24,99,4.125,9,0,0,1,4,0
16,83,5.188,6,0,2,0,9,0
11,52,4.727,1,0,5,1,7,0
28,99,3.536,11,0,0,1,2,0
22,80,3.636,14,0,0,0,4,0
18,77,4.278,7,0,0,2,3,0
9,63,7.0,0,0,7,0,10,0
6,15,2.5,1,0,0,0,6,0
17,75,4.412,1,0,6,1,9,0
9,46,5.111,1,2,1,4,5,0
19,90,4.737,9,4,3,0,3,0
8,33,4.125,3,0,0,0,0,0
20,83,4.15,12,0,1,0,4,0
7,25,3.571,3,0,1,0,3,0
13,74,5.692,3,0,6,1,16,0
7,31,4.429,3,0,1,1,3,0
13,65,5.0,4,0,1,1,6,0
6,31,5.167,0,0,0,0,0,0
15,70,4.667,5,0,2,0,3,0
20,84,4.2,13,0,1,0,3,0
13,41,3.154,2,1,0,0,17,0
13,60,4.615,3,0,0,1,9,0
22,87,3.955,10,0,1,2,3,0
12,60,5.0,1,0,9,0,15,0
13,70,5.385,0,0,5,0,12,0
10,54,5.4,1,4,0,0,3,0
22,89,4.045,13,2,2,0,4,0
11,45,4.091,5,0,1,0,1,0
12,89,7.417,1,0,4,0,5,0
13,60,4.615,0,0,5,0,10,0
12,43,3.583,5,1,2,2,7,0
8,40,5.0,4,0,1,1,4,0
16,79,4.938,8,0,2,2,5,0
19,87,4.579,10,0,1,0,4,0
18,59,3.278,9,0,2,0,18,0
16,85,5.312,4,5,5,1,8,0
14,72,5.143,7,0,1,0,5,0
14,71,5.071,0,0,8,0,23,0
8,24,3.0,5,0,0,0,2,0
12,69,5.75,2,0,5,1,8,0
11,65,5.909,2,0,3,0,6,0
7,41,5.857,0,0,3,0,11,0
22,84,3.818,12,0,3,0,6,0
9,56,6.222,2,0,4,0,8,0
22,86,3.909,5,0,4,1,9,0
23,98,4.261,5,0,1,0,12,0
9,61,6.778,1,0,2,1,6,0
16,61,3.812,5,0,0,0,4,0
17,83,4.882,7,0,1,0,6,0
5,33,6.6,1,2,3,0,3,0
5,21,4.2,1,0,0,1,3,0
10,48,4.8,1,0,4,0,8,0
11,40,3.636,5,0,1,0,6,0
17,87,5.118,6,0,1,0,3,0
7,35,5.0,2,0,2,0,5,0
14,48,3.429,3,0,8,0,14,0
15,72,4.8,0,1,12,2,28,0
14,69,4.929,2,0,2,3,14,0
10,59,5.9,2,0,4,0,5,0
11,35,3.182,5,0,0,0,0,0
12,42,3.5,1,4,4,0,9,0
14,70,5.0,6,0,0,0,2,0
18,83,4.611,4,0,0,6,9,0
10,67,6.7,2,0,4,0,7,0
18,73,4.056,6,0,6,0,12,0
23,95,4.13,12,0,0,1,3,0
15,84,5.6,4,0,2,1,7,0
12,66,5.5,2,2,3,0,5,0
10,53,5.3,4,0,1,2,4,0
10,60,6.0,2,0,4,0,6,0
13,69,5.308,2,0,4,0,9,0
31,91,2.935,14,0,20,0,69,0
31,61,1.968,1,0,0,5,97,0
11,54,4.909,6,0,1,2,3,0
10,32,3.2,4,0,1,1,10,0
7,38,5.429,3,0,2,0,3,0
17,54,3.176,5,0,1,3,13,0
15,80,5.333,3,0,8,0,9,0
10,42,4.2,3,0,3,2,8,0
10,39,3.9,2,0,2,1,13,0
11,79,7.182,1,0,4,0,6,0
13,60,4.615,3,2,5,0,7,0
3,15,5.0,0,0,1,0,2,0
8,26,3.25,3,0,0,1,5,0
9,63,7.0,3,1,4,1,6,0
11,47,4.273,4,2,0,1,3,0
17,63,3.706,2,0,6,1,34,0
24,98,4.083,10,0,6,0,13,0
21,82,3.905,9,0,1,3,7,0
23,101,4.391,12,0,0,1,6,0
23,111,4.826,10,0,0,1,8,0
15,85,5.667,5,0,7,1,11,0
15,60,4.0,3,0,5,0,12,0
16,81,5.062,2,0,1,1,10,0
8,57,7.125,2,0,5,0,9,0
19,42,2.211,5,0,1,0,36,0
9,36,4.0,3,0,0,0,6,0
14,63,4.5,5,0,1,0,2,0
13,60,4.615,4,0,2,0,4,0
14,68,4.857,7,0,0,0,2,0
13,72,5.538,5,2,1,0,3,0
11,55,5.0,0,0,5,1,14,0
7,37,5.286,3,0,1,1,2,0
13,75,5.769,0,1,7,0,28,0
10,61,6.1,1,0,7,0,7,0
6,34,5.667,2,0,3,0,5,0
14,57,4.071,2,0,7,0,19,0
23,94,4.087,9,0,0,1,11,0
11,41,3.727,2,0,3,0,11,0
14,75,5.357,6,0,3,1,7,0
21,90,4.286,2,1,4,0,30,0
26,101,3.885,14,0,0,0,7,0
12,72,6.0,1,0,6,0,7,0
26,99,3.808,7,1,0,1,6,0
18,84,4.667,10,0,0,0,6,0
17,80,4.706,7,0,0,3,11,0
12,44,3.667,0,0,0,0,24,0
16,79,4.938,2,0,5,1,13,0
17,60,3.529,9,0,2,0,4,0
18,72,4.0,9,0,1,2,4,0
17,61,3.588,8,0,0,1,3,0
26,101,3.885,15,0,2,0,5,0
16,77,4.812,3,0,1,0,14,0
8,62,7.75,1,0,4,1,9,0
21,81,3.857,10,0,0,3,9,0
19,42,2.211,5,0,1,0,36,0
12,69,5.75,5,0,3,0,6,0
7,35,5.0,5,0,1,0,3,0
10,58,5.8,0,12,7,1,11,0
8,51,6.375,2,0,1,1,3,0
10,46,4.6,4,0,0,2,5,0
11,33,3.0,3,0,1,0,18,0
21,79,3.762,12,0,3,0,6,0
14,52,3.714,7,0,1,1,3,0
21,74,3.524,11,0,6,0,9,0
13,43,3.308,7,0,1,0,4,0
9,59,6.556,2,0,1,3,5,0
21,110,5.238,8,0,2,0,3,0
11,57,5.182,4,0,2,0,2,0
8,32,4.0,4,0,0,1,2,0
9,35,3.889,3,0,1,1,10,0
15,42,2.8,8,0,0,1,7,0
11,73,6.636,2,0,4,0,8,0
15,54,3.6,0,3,5,0,14,0
19,86,4.526,6,3,2,0,6,0
14,73,5.214,1,0,6,0,21,0
11,47,4.273,3,0,0,3,4,0
10,42,4.2,0,0,0,8,8,0
18,66,3.667,4,1,7,0,28,0
16,71,4.438,7,0,0,0,5,0
9,38,4.222,3,0,0,0,4,0
16,82,5.125,8,0,4,0,7,0
7,48,6.857,2,0,3,0,11,0
27,87,3.222,15,0,1,0,6,0
13,61,4.692,5,0,4,2,8,0
18,83,4.611,5,1,6,2,9,0
10,55,5.5,3,0,1,1,5,0
13,40,3.077,2,0,0,0,26,0
18,90,5.0,4,0,0,0,5,0
22,111,5.045,7,2,1,0,8,0
19,85,4.474,11,0,1,0,3,0
17,81,4.765,7,0,3,0,6,0
10,54,5.4,4,0,0,1,1,0
11,39,3.545,3,0,2,0,4,0
20,82,4.1,9,0,2,0,5,0
23,92,4.0,8,4,1,1,7,0
11,59,5.364,1,0,2,1,3,0
13,55,4.231,5,0,4,1,12,0
18,87,4.833,7,0,2,1,5,0
9,35,3.889,4,0,0,0,2,0
5,22,4.4,1,0,0,0,2,0
16,70,4.375,4,2,1,2,6,0
9,35,3.889,2,0,0,0,0,0
22,84,3.818,11,0,0,1,3,0
16,72,4.5,5,2,0,2,7,0
7,31,4.429,4,0,0,1,2,0
12,41,3.417,1,4,4,0,6,0
11,42,3.818,4,0,1,2,4,0
14,64,4.571,4,0,3,4,8,0
5,18,3.6,0,0,0,1,7,0
7,47,6.714,2,1,3,0,4,0
11,48,4.364,1,0,0,0,0,0
19,81,4.263,6,0,1,0,5,0
7,60,8.571,0,0,6,0,9,0
9,38,4.222,3,0,0,0,1,0
20,83,4.15,12,0,1,0,4,0
17,68,4.0,6,0,1,0,6,0
15,70,4.667,4,4,5,3,10,0
13,52,4.0,6,0,0,2,12,0
22,109,4.955,9,4,4,0,5,0
19,86,4.526,12,0,0,0,1,0
15,65,4.333,0,0,9,0,28,0
5,14,2.8,0,0,0,0,16,0
9,25,2.778,1,1,0,0,15,0
18,82,4.556,10,0,0,0,4,0
21,108,5.143,9,3,2,0,3,0
9,65,7.222,2,0,5,0,13,0
5,31,6.2,0,0,0,0,0,0
12,59,4.917,1,2,4,0,12,0
10,60,6.0,1,0,6,0,10,0
12,64,5.333,3,0,5,0,11,0
13,67,5.154,0,1,9,0,27,0
10,65,6.5,1,0,6,1,7,0
7,36,5.143,1,0,3,0,6,0
19,72,3.789,4,4,2,0,14,0
18,92,5.111,5,0,2,0,6,0
10,42,4.2,4,0,0,0,0,0
13,55,4.231,6,0,1,0,3,0
19,42,2.211,5,0,1,0,36,0
10,50,5.0,4,0,1,0,1,0
15,72,4.8,3,5,1,1,2,0
17,80,4.706,4,1,4,0,14,0
6,32,5.333,1,6,2,0,6,0
24,85,3.542,13,0,0,2,10,0
18,81,4.5,7,0,3,0,10,0
15,53,3.533,6,0,2,0,15,0
14,57,4.071,2,0,4,0,24,0
17,83,4.882,7,0,2,0,6,0
6,27,4.5,1,0,0,0,3,0
13,86,6.615,0,0,10,0,14,0
10,44,4.4,0,0,5,1,9,0
10,33,3.3,2,0,0,0,1,0
15,84,5.6,3,0,9,0,21,0
16,57,3.562,6,0,1,0,5,0
14,53,3.786,2,3,0,2,8,0
20,69,3.45,8,0,0,0,5,0
9,38,4.222,2,6,0,0,5,0
17,77,4.529,5,0,2,1,8,0
3,21,7.0,0,0,1,0,1,0
22,101,4.591,9,0,0,1,4,0
14,51,3.643,5,0,2,0,10,0
20,106,5.3,9,0,5,0,7,0
7,22,3.143,0,0,0,0,12,0
14,47,3.357,6,0,2,3,14,0
6,32,5.333,1,0,1,2,4,0
15,48,3.2,10,0,0,0,1,0
17,68,4.0,9,2,0,0,1,0
8,40,5.0,0,0,1,2,12,0
15,76,5.067,3,0,6,0,16,0
13,66,5.077,5,0,4,0,7,0
19,69,3.632,3,0,0,2,25,0
4,12,3.0,3,0,0,0,1,0
14,64,4.571,5,0,4,0,18,0
13,44,3.385,6,0,0,0,5,0
18,73,4.056,2,5,5,0,11,0
14,68,4.857,5,0,0,0,7,0
16,62,3.875,3,0,3,0,17,0
4,16,4.0,1,0,0,1,5,0
17,75,4.412,3,2,4,0,24,0
10,32,3.2,6,0,0,1,2,0
11,61,5.545,1,0,9,0,12,0
11,49,4.455,0,0,5,0,15,0
20,88,4.4,2,2,4,2,30,0
24,104,4.333,12,0,1,0,4,0
26,107,4.115,11,0,1,0,3,0
13,57,4.385,0,5,5,0,10,0
4,24,6.0,1,0,1,1,6,0
18,87,4.833,5,0,1,0,16,0
19,84,4.421,9,0,1,0,4,0
14,65,4.643,3,0,9,0,13,0
14,78,5.571,2,0,4,0,14,0
5,36,7.2,0,0,2,1,7,0
17,82,4.824,5,0,2,0,7,0
11,47,4.273,5,0,0,0,4,0
9,39,4.333,3,0,1,0,11,0
16,89,5.562,3,0,2,1,7,0
20,94,4.7,5,1,0,2,6,0
12,65,5.417,2,1,4,1,5,0
25,93,3.72,14,0,0,0,4,0
7,37,5.286,3,0,2,0,3,0
27,90,3.333,10,1,0,1,9,0
9,41,4.556,3,0,2,0,8,0
21,66,3.143,5,0,0,1,19,0
12,58,4.833,2,0,6,4,11,0
12,42,3.5,5,0,0,3,8,0
6,25,4.167,2,0,1,0,1,0
11,60,5.455,1,1,0,3,7,0
14,83,5.929,1,10,7,1,12,0
11,61,5.545,4,0,4,0,7,0
4,19,4.75,1,0,1,0,2,0
16,65,4.062,0,0,10,0,25,0
16,71,4.438,6,0,2,0,9,0
14,82,5.857,3,0,1,2,7,0
6,34,5.667,1,0,0,0,6,0
4,18,4.5,0,0,0,1,1,0
29,93,3.207,13,0,0,0,4,0
14,67,4.786,5,0,1,1,4,0
8,31,3.875,4,0,0,0,0,0
8,35,4.375,3,0,1,0,4,0
9,55,6.111,2,0,7,0,7,0
7,47,6.714,0,0,6,1,7,0
6,26,4.333,2,0,0,1,2,0
8,61,7.625,2,0,3,0,6,0
13,86,6.615,6,0,5,0,6,0
18,75,4.167,7,0,1,0,3,0
12,63,5.25,2,0,9,1,13,0
23,77,3.348,14,0,5,0,8,0
21,67,3.19,5,0,0,1,26,0
15,68,4.533,3,4,4,2,20,0
7,36,5.143,3,0,2,0,3,0
11,50,4.545,3,0,1,3,5,0
8,35,4.375,4,0,0,1,1,0
3,15,5.0,2,0,0,0,1,0
19,86,4.526,6,0,2,0,4,0
22,91,4.136,8,0,0,1,11,0
25,100,4.0,6,2,1,1,18,0
12,43,3.583,5,0,1,0,14,0
20,82,4.1,8,0,0,0,3,0
24,100,4.167,10,0,0,1,9,0
16,73,4.562,7,6,1,0,2,0
5,19,3.8,1,0,0,2,2,0
22,100,4.545,8,0,1,2,6,0
13,53,4.077,5,0,1,0,1,0
14,82,5.857,0,0,8,1,11,0
15,83,5.533,2,0,2,3,9,0
9,51,5.667,3,0,1,0,3,0
10,66,6.6,1,0,8,0,11,0
21,86,4.095,9,0,2,0,4,0
27,88,3.259,12,0,0,0,19,0
27,102,3.778,11,4,0,0,9,0
11,51,4.636,6,0,0,0,1,0
8,46,5.75,2,0,1,0,5,0
9,39,4.333,3,0,0,0,2,0
13,66,5.077,3,0,4,0,11,0
16,64,4.0,5,0,1,2,3,0
9,54,6.0,5,0,2,0,4,0
21,70,3.333,9,1,1,1,14,0
8,58,7.25,2,0,4,0,7,0
12,61,5.083,0,0,10,0,14,0
16,57,3.562,7,2,0,1,3,0
14,52,3.714,9,4,1,1,4,0
8,43,5.375,0,8,4,0,6,0
10,62,6.2,4,0,5,0,8,0
14,68,4.857,2,0,7,0,18,0
11,56,5.091,3,0,1,1,3,0
13,41,3.154,8,0,0,0,2,0
6,39,6.5,0,0,0,0,0,0
20,94,4.7,9,0,4,2,12,0
10,36,3.6,1,0,1,2,6,0
9,67,7.444,0,0,8,0,11,0
11,65,5.909,1,0,5,1,10,0
16,87,5.438,1,0,3,0,12,0
10,47,4.7,4,0,0,0,1,0
9,42,4.667,5,0,0,0,1,0
11,61,5.545,3,0,2,0,2,0
15,82,5.467,4,0,1,0,5,0
10,67,6.7,3,0,4,0,8,0
10,58,5.8,2,0,6,0,12,0
17,73,4.294,6,0,2,1,6,0
11,56,5.091,4,0,1,2,3,0
21,93,4.429,10,4,0,0,1,0
19,67,3.526,0,0,5,0,47,0
5,21,4.2,1,0,0,0,4,0
10,62,6.2,4,0,5,0,8,0
11,60,5.455,4,0,2,1,3,0
17,75,4.412,8,0,1,0,4,0
14,63,4.5,4,0,3,0,7,0
20,69,3.45,7,0,0,1,8,0
14,68,4.857,0,2,6,0,27,0
10,35,3.5,4,0,0,0,3,0
10,33,3.3,2,0,0,0,1,0
8,62,7.75,1,0,5,0,5,0
17,66,3.882,3,0,6,1,16,0
11,42,3.818,4,0,3,0,27,0
16,69,4.312,5,0,2,2,8,0
22,85,3.864,6,0,1,0,12,0
14,59,4.214,8,0,1,0,14,0
6,32,5.333,2,0,3,0,5,0
7,42,6.0,2,0,4,0,8,0
13,68,5.231,1,0,6,0,10,0
13,63,4.846,6,0,1,3,5,0
15,47,3.133,4,0,0,1,20,0
21,91,4.333,8,0,0,2,6,0
5,23,4.6,2,0,0,0,3,0
20,85,4.25,9,0,4,1,7,0
10,62,6.2,4,0,5,0,8,0
21,74,3.524,13,0,4,0,16,0
21,99,4.714,8,0,0,1,7,0
21,91,4.333,6,1,1,1,8,0
17,94,5.529,2,0,6,0,13,0
19,85,4.474,3,2,1,0,7,0
6,22,3.667,3,0,1,0,2,0
6,37,6.167,2,0,3,0,5,0
11,53,4.818,2,5,3,0,6,0
12,45,3.75,5,1,0,0,2,0
12,67,5.583,0,2,4,0,5,0
15,49,3.267,7,0,1,0,17,0
22,78,3.545,9,1,0,1,6,0
11,74,6.727,1,0,5,0,5,0
12,22,1.833,0,0,0,1,41,0
6,21,3.5,0,0,1,0,13,0
11,33,3.0,1,0,1,1,19,0
5,16,3.2,2,0,0,0,2,0
31,53,1.71,0,0,8,0,86,0
6,26,4.333,3,0,1,0,2,0
9,64,7.111,2,0,2,0,2,0
10,53,5.3,2,0,1,0,4,0
13,68,5.231,3,0,3,0,9,0
27,105,3.889,11,1,0,1,8,0
5,21,4.2,2,0,2,0,2,0
6,21,3.5,0,0,0,0,8,0
14,82,5.857,6,0,3,0,7,0
6,23,3.833,0,0,2,0,10,0
4,13,3.25,2,0,2,0,2,0
15,84,5.6,2,0,2,0,6,0
6,36,6.0,2,0,3,0,5,0
23,93,4.043,11,0,1,1,7,0
12,59,4.917,4,0,1,2,4,0
17,72,4.235,4,1,1,2,13,0
14,60,4.286,2,3,11,0,17,0
22,97,4.409,11,0,0,0,4,0
20,84,4.2,7,0,7,1,13,0
14,41,2.929,5,0,0,0,19,0
22,88,4.0,10,0,3,2,11,0
12,65,5.417,3,0,3,1,8,0
15,84,5.6,2,0,2,0,6,0
13,82,6.308,1,0,12,0,12,0
15,70,4.667,6,0,2,0,5,0
8,31,3.875,3,0,0,0,7,0
13,51,3.923,7,0,0,0,1,0
16,80,5.0,4,0,5,1,8,0
11,44,4.0,4,0,0,0,2,0
14,56,4.0,6,0,0,1,3,0
5,18,3.6,1,0,0,2,5,0
20,92,4.6,10,0,1,0,3,0
11,44,4.0,2,0,6,0,8,0
17,83,4.882,1,0,0,0,9,0
13,65,5.0,2,0,1,1,4,0
6,28,4.667,1,0,0,3,4,0
26,96,3.692,11,0,1,1,6,0
6,49,8.167,0,4,4,0,7,0
19,78,4.105,7,1,3,2,5,0
11,73,6.636,1,0,7,0,11,0
11,74,6.727,4,0,4,0,4,0
15,73,4.867,3,0,3,2,8,0
22,97,4.409,7,3,2,0,5,0
20,69,3.45,6,0,3,1,24,0
13,61,4.692,4,0,7,0,10,0
21,53,2.524,7,0,0,0,26,0
24,86,3.583,15,0,0,3,9,0
23,110,4.783,8,0,1,0,8,0
12,92,7.667,2,3,6,0,6,0
16,54,3.375,5,0,1,1,12,0
13,61,4.692,1,0,12,0,19,0
13,74,5.692,3,0,3,0,5,0
12,48,4.0,1,0,4,0,8,0
15,54,3.6,8,0,1,1,4,0
7,45,6.429,2,0,1,1,3,0
7,35,5.0,3,0,2,0,3,0
15,83,5.533,6,0,3,0,7,0
15,81,5.4,2,1,1,0,4,0
18,86,4.778,7,0,1,0,2,0
12,44,3.667,4,0,3,1,6,0
15,61,4.067,7,0,1,1,3,0
6,36,6.0,2,0,3,0,5,0
20,81,4.05,10,0,1,0,4,0
9,52,5.778,2,0,2,0,4,0
7,53,7.571,0,0,6,0,6,0
18,88,4.889,5,4,3,0,7,0
21,102,4.857,7,1,5,1,6,0
4,15,3.75,2,0,0,1,1,0
11,64,5.818,1,0,7,0,18,0
24,104,4.333,10,0,1,1,8,0
8,36,4.5,2,0,4,0,5,0
17,61,3.588,4,5,0,1,5,0
13,75,5.769,0,2,10,0,10,0
12,73,6.083,1,0,9,2,11,0
5,20,4.0,1,1,1,0,2,0
23,107,4.652,8,0,1,0,14,0
19,78,4.105,4,6,5,0,18,0
12,48,4.0,3,0,1,0,4,0
18,69,3.833,8,0,2,0,7,0
9,38,4.222,3,0,0,3,5,0
13,59,4.538,5,0,2,0,3,0
5,29,5.8,1,0,0,0,0,0
12,44,3.667,5,0,1,0,2,0
25,98,3.92,10,0,2,1,8,0
13,83,6.385,1,0,7,0,9,0
8,50,6.25,0,4,4,0,9,0
14,64,4.571,7,0,0,0,3,0
14,61,4.357,5,2,1,1,6,0
16,72,4.5,2,0,6,0,16,0
6,22,3.667,3,0,1,0,1,0
10,42,4.2,0,1,0,5,7,0
19,86,4.526,4,4,1,1,6,0
22,83,3.773,9,0,0,0,4,0
14,51,3.643,4,0,0,0,11,0
20,46,2.3,5,0,1,1,37,0
6,24,4.0,4,0,1,0,8,0
4,44,11.0,0,0,2,0,5,0
21,82,3.905,14,0,1,0,3,0
8,34,4.25,5,0,2,0,4,0
14,68,4.857,2,0,3,1,13,0
7,41,5.857,1,0,1,1,4,0
12,66,5.5,3,0,3,0,6,0
11,58,5.273,0,0,4,1,9,0
9,50,5.556,1,6,3,0,7,0
13,71,5.462,6,2,2,1,4,0
19,104,5.474,9,0,3,0,4,0
11,74,6.727,3,0,2,0,5,0
14,68,4.857,5,0,4,0,4,0
21,84,4.0,6,1,1,0,4,0
14,55,3.929,7,0,0,0,2,0
17,81,4.765,7,0,0,2,7,0
11,67,6.091,0,0,6,0,22,0
10,52,5.2,3,0,1,2,4,0
19,78,4.105,8,1,3,1,8,0
22,82,3.727,14,0,1,0,3,0
11,57,5.182,1,0,3,5,8,0
16,71,4.438,1,3,5,0,12,0
8,33,4.125,3,0,2,0,11,0
22,105,4.773,11,0,2,0,4,0
17,92,5.412,5,0,1,0,5,0
13,53,4.077,3,0,2,0,7,0
22,80,3.636,4,0,6,0,12,0
6,32,5.333,3,0,0,1,3,0
11,38,3.455,4,0,0,0,4,0
14,71,5.071,2,0,3,0,8,0
6,24,4.0,1,0,0,0,0,0
8,43,5.375,2,0,3,0,5,0
10,40,4.0,4,0,2,2,7,0
6,30,5.0,2,0,3,0,5,0
18,84,4.667,10,0,2,0,10,0
19,82,4.316,8,0,1,0,7,0
19,42,2.211,5,0,1,0,36,0
7,21,3.0,2,0,0,2,4,0
9,32,3.556,4,0,0,0,8,0
21,113,5.381,3,0,2,0,8,0
9,64,7.111,3,0,1,0,2,0
9,43,4.778,4,0,1,0,2,0
10,45,4.5,3,0,0,1,6,0
15,62,4.133,3,0,5,0,14,0
18,80,4.444,4,4,0,0,5,0
21,90,4.286,2,1,4,0,30,0
11,67,6.091,2,0,0,3,3,0
13,50,3.846,6,5,0,0,1,0
11,51,4.636,3,1,3,0,5,0
5,26,5.2,2,0,1,0,2,0
18,80,4.444,9,0,1,0,3,0
20,87,4.35,11,0,3,1,9,0
14,70,5.0,7,0,1,0,7,0
18,58,3.222,5,0,0,1,5,0
8,54,6.75,2,0,3,1,4,0
10,44,4.4,2,0,2,0,6,0
22,95,4.318,10,0,0,1,8,0
22,103,4.682,9,0,4,0,6,0
20,87,4.35,10,0,2,0,6,0
13,88,6.769,1,0,6,2,16,0
27,107,3.963,11,1,0,0,9,0
12,76,6.333,6,0,1,0,3,0
8,72,9.0,0,0,5,0,5,0
7,35,5.0,1,0,2,0,2,0
16,81,5.062,1,16,6,0,13,0
18,60,3.333,4,0,5,0,31,0
16,98,6.125,3,1,2,0,7,0
8,36,4.5,2,0,2,0,6,0
9,41,4.556,2,1,3,0,6,0
4,17,4.25,1,0,1,1,3,0
8,32,4.0,2,0,0,1,2,0
10,37,3.7,6,0,0,0,2,0
19,80,4.211,14,0,1,0,6,0
23,85,3.696,11,7,1,1,5,0
21,94,4.476,2,4,5,0,21,0
10,45,4.5,0,0,5,0,16,0
15,61,4.067,4,0,3,0,8,0
4,52,13.0,0,0,3,0,3,0
18,63,3.5,7,0,0,0,5,0
18,74,4.111,6,0,4,0,8,0
23,81,3.522,13,0,3,0,10,0
10,52,5.2,2,0,4,1,5,0
7,59,8.429,0,0,6,0,7,0
9,63,7.0,0,0,7,0,7,0
7,31,4.429,3,0,1,0,1,0
17,76,4.471,8,0,4,3,8,0
10,39,3.9,2,0,2,1,15,0
7,33,4.714,0,0,4,0,20,0
14,80,5.714,3,0,8,0,13,0
22,100,4.545,10,0,1,0,7,0
3,18,6.0,0,0,0,1,2,0
18,72,4.0,2,7,1,5,14,0
21,82,3.905,14,0,1,0,3,0
16,65,4.062,4,0,1,0,16,0
12,49,4.083,4,0,0,1,8,0
12,68,5.667,2,0,1,2,3,0
19,42,2.211,5,0,1,0,36,0
13,39,3.0,2,5,4,0,9,0
15,80,5.333,3,0,7,0,14,0
15,67,4.467,4,0,2,1,5,0
21,110,5.238,6,0,2,0,5,0
18,87,4.833,4,0,2,0,6,0
13,54,4.154,5,0,0,1,6,0
4,17,4.25,1,0,1,1,3,0
9,40,4.444,3,0,3,0,3,0
22,89,4.045,9,0,1,1,5,0
12,67,5.583,3,0,6,0,9,0
19,85,4.474,11,0,1,0,3,0
12,60,5.0,4,0,1,3,4,0
20,106,5.3,7,4,0,0,6,0
13,55,4.231,4,0,3,1,7,0
22,71,3.227,5,0,4,0,27,0
16,73,4.562,5,0,2,0,7,0
10,33,3.3,2,0,0,0,1,0
5,15,3.0,3,0,0,1,1,0
19,71,3.737,10,0,4,1,8,0
19,72,3.789,2,5,5,1,21,0
11,75,6.818,2,0,3,2,5,0
20,60,3.0,3,0,2,0,40,0
8,62,7.75,1,0,7,0,7,0
22,89,4.045,10,0,2,0,7,0
19,65,3.421,7,0,1,1,10,0
11,46,4.182,4,0,2,1,4,0
6,25,4.167,3,0,1,0,2,0
24,80,3.333,12,0,2,0,5,0
8,47,5.875,0,0,4,1,10,0
15,65,4.333,4,0,3,3,11,0
15,87,5.8,7,0,3,0,9,0
15,59,3.933,2,14,6,0,22,0
14,54,3.857,4,0,7,1,14,0
11,38,3.455,3,0,1,0,3,0
4,18,4.5,0,0,0,0,9,0
4,19,4.75,1,0,0,0,5,0
8,45,5.625,1,0,4,0,5,0
18,78,4.333,9,0,0,1,4,0
6,33,5.5,0,0,2,1,7,0
8,43,5.375,4,0,2,0,3,0
8,33,4.125,3,0,0,0,3,0
22,98,4.455,12,6,0,0,4,0
19,81,4.263,7,0,6,0,11,0
13,66,5.077,5,0,0,0,2,0
15,66,4.4,4,0,7,0,20,0
20,83,4.15,12,0,1,0,4,0
20,73,3.65,7,0,1,0,12,0
6,19,3.167,0,0,0,1,5,0
22,103,4.682,8,2,1,1,8,0
18,85,4.722,7,0,2,0,8,0
20,70,3.5,3,0,1,5,34,0
3,9,3.0,1,0,0,0,2,0
20,73,3.65,7,0,0,0,11,0
21,82,3.905,9,0,1,0,4,0
21,93,4.429,6,1,1,1,11,0
12,45,3.75,6,0,0,0,0,0
13,56,4.308,7,0,2,2,6,0
7,39,5.571,0,0,6,0,6,0
13,66,5.077,5,0,4,0,7,0
19,86,4.526,1,0,5,1,17,0
15,71,4.733,3,0,4,1,18,0
12,43,3.583,2,0,3,0,6,0
11,35,3.182,0,1,4,0,14,0
11,36,3.273,4,0,0,0,8,0
17,61,3.588,6,0,0,0,3,0
17,100,5.882,3,2,3,1,7,0
13,59,4.538,1,1,7,0,9,0
19,97,5.105,10,0,2,1,6,0
15,72,4.8,7,0,1,1,6,0
4,13,3.25,1,0,0,0,4,0
8,42,5.25,3,0,0,0,1,0
5,38,7.6,0,0,4,0,4,0
21,73,3.476,5,0,0,0,19,0
8,45,5.625,0,0,5,0,5,0
13,67,5.154,3,0,6,0,14,0
16,68,4.25,4,0,0,3,6,0
21,68,3.238,11,3,0,0,3,0
23,85,3.696,9,0,0,1,8,0
19,110,5.789,4,0,3,0,4,0
17,82,4.824,9,0,2,3,7,0
21,68,3.238,10,0,3,0,19,0
9,34,3.778,4,0,1,0,3,0
25,104,4.16,11,0,0,0,9,0
8,35,4.375,2,0,3,0,3,0
11,62,5.636,2,0,6,0,8,0
16,46,2.875,5,0,0,1,18,0
23,83,3.609,8,1,3,0,10,0
16,63,3.938,7,0,3,0,6,0
11,53,4.818,5,0,5,0,8,0
14,55,3.929,8,0,1,1,4,0
23,107,4.652,12,4,1,0,1,0
16,99,6.188,6,0,6,0,9,0
9,64,7.111,1,0,5,0,13,0
16,70,4.375,4,0,1,0,3,0
12,70,5.833,3,0,8,0,15,0
23,90,3.913,14,0,1,0,7,0
11,46,4.182,2,0,4,0,15,0
8,39,4.875,0,0,3,0,3,0
11,71,6.455,2,0,8,0,12,0
