sentence,mdd,t_depth,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords
הפנייה לוועדה המקצועית צריכה לכלול מכתב מהרופא המטפל וכן שאלונים מפורטים שאותם התבקשתם למלא.,11.57,23,1,13,14,78,5.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,4,10,2,4,2,0,0,2,0,2,0,2,0,0,0,0,2,0
מהי מטרת הטיפולים בהתפתחות הילד?,4.75,9,0,4,5,27,5.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0
"כיום, כשהטיפול באינסולין הוא מתקדם מאוד, יכולים החולים ליהנות מתוחלת חיים ממושכת.",9.41,17,1,11,12,67,5.583,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,8,4,0,4,0,2,6,0,0,0,0,2,2,0,0,0,2,2
כמו כן תסביר האחות על תכנית החיסונים המומלצת על־ידי משרד הבריאות.,6.77,15,1,10,12,53,4.417,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,8,0,0,2,4,0,0,0,0,0,0,2,4,0,0,0,3
"הזכאות תקפה לשלוש שנים, בסוף התקופה יש לחדש את ועדת ההשמה.",7.79,16,1,10,11,46,4.182,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,2
"שימו לב, בעקבות משבר הקורונה, יש להירשם באתר שירות התעסוקה מבלי להתייצב פיזית.",8.25,16,1,12,13,63,4.846,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,2,2
צריך להדק את החיתול לגוף?,3.86,8,0,4,5,20,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
"אם ההחלטה תהיה חיובית, יעביר משרד המרפאה את המסמכים הבאים לוועדת המומחים להתפתחות הילד: חוות הדעת של הרופא, סיכום הממצאים שלו, השאלונים.",17.0,37,1,21,22,110,5.0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,6,20,0,2,6,10,0,0,2,2,0,4,0,0,0,0,0,4
 ועדת השילוב המוסדית מתקיימת בחינוך הרגיל בבית הספר ודנה בזכאותו של תלמיד בעל צרכים מיוחדים להיכלל בתכנית השילוב (פרק ד1 לחוק החינוך המיוחד).,16.23,35,1,22,23,115,5.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,6,10,16,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,1
"מסמכים (רפואיים/עו""ס) התומכים בבקשה.",2.4,5,1,3,6,28,4.667,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"זוהי תופעה שכיחה שחולפת בתוך זמן קצר, ואין צורך להתרגש ממנה.",6.58,12,1,10,11,48,4.364,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,2,4,2,0,0,0,0,0,2,2,2,0,0,0,1
"אם לא צברת חודשי עבודה כנדרש, ישנם חודשים נוספים שאינם חודשי עבודה שיכולים להיכלל בתקופת האכשרה - למידע נוסף לחץ כאן.",11.96,24,1,20,20,94,4.7,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,6,8,2,0,0,0,4,0,2,2,0,0,4,0,0,0,0,2,2
כמה זמן נמשכת המחלה?,3.25,5,0,3,4,16,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"ועדת השמה השמת תלמידים במסגרות החינוך המיוחד נקבעת, בהתאם לחוק, על ידי ועדת השמה, על בסיס חוות דעת חינוכית והערכות מקצועיות.",11.65,27,1,20,21,100,4.762,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,8,8,2,0,4,14,0,0,0,0,0,0,0,4,0,0,0,2
הטיפול בסוכרת מותאם אישית לכל חולה.,5.0,10,1,5,6,29,4.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"גני ילדים, מעון או בית ילדים והחצר - בטווח של 10 מטרים מהיציאה או הכניסה לגן.",11.33,21,1,15,15,59,3.933,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,6,8,2,0,4,4,0,0,4,0,0,0,0,0,0,0,0,3
"נגבו את הקפלים בעדינות בעזרת צמר גפן טבול במים או במים עם מעט שמן אמבט לתינוק, ולאחר מכן ייבשו עם מגבת.",12.96,26,1,20,21,81,3.857,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,10,2,2,2,4,4,0,0,2,2,0,0,0,6,2,0,0,5
הזרקת האינסולין נעשית על ידי החולה עצמו באחת הגפיים ובבטן באמצעות מזרק חד־פעמי או באמצעות עט אינסולין רב־שימושי.,11.19,21,1,17,20,92,4.6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,6,2,2,6,8,0,0,2,0,0,0,2,6,0,0,0,5
"והכל בתנאי שהרשות המאשרת, המתמנה על ידי שר הביטחון, אישרה שהפגיעה היא פגיעת איבה.",11.52,23,1,13,14,65,4.643,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,12,2,2,4,8,0,0,0,0,0,4,0,2,2,0,0,2
הועדה תתכנס החל מ 15/08 ותדון בבקשות השונות.,7.44,13,1,7,9,35,3.889,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,0,2,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
איך מגישים תביעה?,2.0,2,0,2,3,14,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1
"במהלך הטיפול מתרגלים מיומנויות בתחומים כמו שפה, דיבור, חשיבה, תנועה, משחק וקשר.",7.57,15,1,11,12,63,5.25,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,0,4,10,0,0,0,0,0,0,2,0,2,0,0,0,1
יש לפנות למחלקת היסעים על מנת להסדיר את הנושא.,4.33,11,1,8,9,37,4.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,2,3
"תלמידי החינוך המיוחד זכאים להסעה, בהתאם לקריטריונים המופיעים בחוזר מנכל הסעות תלמידים.",10.39,19,1,11,12,73,6.083,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,6,8,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0
"חולי אסתמה רבים מכירים את ""האופי"" של מחלתם, יודעים ממה להימנע, מה הם הסימנים המוקדמים של התקף – ושווה שלא ינסו לבצע פעילויות העלולות להיות מסוכנות בשבילם, או, לחילופין, יגיבו נכון בשלב מוקדם של הופעת התסמינים.",22.45,44,1,35,35,165,4.714,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,16,6,8,10,12,2,6,10,6,0,4,2,2,4,2,0,0,0,0,0,7
"הועדה מורכבת ממנהלת המחלקה לחינוך מיוחד, נציג הפיקוח על החינוך המיוחד ונציג מהשירות הפסיכולוגי החינוכי.",12.75,25,0,14,15,87,5.8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,6,16,2,2,4,6,0,0,0,0,0,0,0,2,0,0,0,1
"בקשה בליווי הסבר ונימוקים, על הפונים לצרף את המסמכים הבאים:בקשה בליווי הסבר ונימוקים.",10.89,21,1,12,14,70,5.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,4,10,4,0,6,4,0,0,0,2,0,0,0,2,0,0,0,2
"על פי ההנחיות של משרד הבריאות, זמן ההמתנה ממסירת השאלונים ועד לרגע שבו מתחילים את תוכנית הטיפול אסור שיעלה על 3 חודשים (חודשיים בעבור פגים).",16.72,32,1,24,25,112,4.48,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,4,12,2,2,4,8,0,0,0,2,0,4,0,10,0,0,2,4
"התמיכה תינתן על-ידי צוות החינוך המיוחד המתמחה בטיפול בתלמידים בעלי לקויות שונות, בהלימה לצורכי התלמיד ובהתחשב במשאבים הזמינים באותה מסגרת חינוכית (שעות ההוראה, כוח-האדם והתנאים הפיזיים).",22.77,45,1,25,28,154,5.5,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,22,4,6,16,22,4,2,10,4,0,0,0,2,0,2,0,0,0,0,0,0
איך מאבחנים סוכרת נעורים?,2.33,3,0,3,4,21,5.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,1
מה ההבדל בין הסוגים השונים של הסוכרת?,5.56,11,0,6,7,30,4.286,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,8,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,3
בוועדת השמה מתקיימים דיונים אחראים ומכבדים הדוגלים בשיתוף התלמיד וההורים ומאפשרים להם להשמיע את עמדתם ולהציג את תפיסתם לגבי המענה ההולם את צרכי התלמיד.,17.38,34,1,23,24,127,5.292,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,4,12,8,8,0,6,0,0,0,6,0,2,0,4,0,0,0,4
כל שינוי בחום הגוף: עליית חום מעל 38 מעלות או חום הנמוך מ־36 מעלות.,8.0,15,1,13,15,51,3.4,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,4,0,0,2,4,0,0,2,0,0,0,0,2,2,0,0,3
בדרך כלל שכבה אחת מספיקה.,4.0,6,0,4,5,20,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
ניתן לבטל את השירות בכל עת ולקבל את החיוב התקופתי באמצעות הדואר.,8.62,18,1,11,12,52,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,8,2,0,0,0,0,0,0,4,0,0,0,2,2,0,2,3
חשוב להגיע לטיפת חלב מוקדם ככל הניתן למעקב משקל.,5.75,12,1,8,9,39,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,6,4,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0
"אם האמא מרגישה בכאב או שהיא לא בטוחה שהתינוק יונק מספיק, חשוב להתייעץ.",9.53,18,1,12,13,56,4.308,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,4,0,4,4,0,0,2,4,0,0,4,2,0,0,0,2,3
הבעיה העיקרית היא הירידה החדה ברמת הסוכר בדם בעקבות מנה גבוהה מדי של אינסולין (יחסית לכמות המזון).,12.52,26,1,16,17,79,4.647,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,6,16,0,0,4,4,0,2,0,0,0,0,0,2,0,0,0,3
"חוץ מזה, אמבטיה היא זמן נעים להיכרות ולחיזוק הקשר.",8.23,15,1,8,9,40,4.444,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,6,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1
"במקרים מסוימים, כאשר רמת הבילירובין גבוהה, צריך לטפל בזה באמצעות פוטותרפיה - חשיפת עור התינוק לאור מנורה.",10.26,21,1,16,16,85,5.312,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,6,6,0,0,10,6,0,0,2,0,0,0,2,4,0,0,2,2
"באביב ובסתיו: עליכם להיות ערים לשינויים החלים במזג האוויר, בין היום  ללילה ובין יום אחד למשנהו, ולהלביש את התינוק בהתאם למזג האוויר המשתנה.",10.44,23,1,22,23,112,4.87,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,16,20,6,2,2,6,0,0,0,2,0,2,0,6,0,0,0,4
"הכליות מפנות את עודפי הסוכר מהדם, ואילו התאים נותרים ללא חומר הגלם החיוני לתפקודם התקין.",11.64,22,1,14,15,72,4.8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,4,14,2,4,2,4,0,0,2,2,0,0,0,2,0,0,0,2
"פגיעה מנשק שהיה מיועד לפעולות איבה של כוחות אויב, או פגיעה מנשק שהיה מיועד נגד פעולה כזאת.",9.79,19,1,16,17,72,4.235,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,6,2,4,0,0,2,0,0,4,0,2,0,0,0,3
סוכרת נגרמת מירידה בכמות האינסולין שמיוצר בגוף או עקב ירידה ביכולת הגוף להשתמש באינסולין.,10.24,21,1,13,14,75,5.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,10,8,0,4,0,6,0,0,2,0,0,2,0,0,0,0,0,1
עד כמה היא שכיחה?,4.33,7,1,3,4,13,3.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2
"הרבו לדבר איתו, לשחק עימו וללטף אותו בעדינות בעת הטיפול בו.",8.47,17,1,10,11,47,4.273,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1
נוסעים מבוגרים רבים סבורים שחיסוני הילדות שקיבלו עדיין מגנים עליהם.,7.62,15,1,9,10,57,5.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,4,2,0,2,0,2,0,2,0,0,0,4,0,0,0,0,0,0
"נוסעים עם סוכרת תרופות וציוד: מטיילים חולי סוכרת צריכים להעריך את כמות האינסולין, המזרקים/העטים, הפדים, האלכוהול ואמצעי הניטור שבה הם משתמשים – ולקחת עימם לטיול כמות מספקת, במידה שלא יודעים אם ניתן לרכוש תרופות וציוד ממקורות מהימנים (למשל, אם מתכננים טרקים, טיולי שטח, טיפוס הרים או אפילו טיול רכב באזורים כפריים המרוחקים ממרכזי הערים הגדולות).",33.53,70,1,54,55,277,5.036,0,13,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,32,6,6,8,18,8,12,12,14,0,2,12,2,0,4,2,6,0,0,4,7
שטפי דם בעיניים נובעים בדרך כלל מלחץ בלידה.,6.75,14,1,7,8,35,4.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1
"ניתן - וכדאי - להצטייד בצמיד לנשיאה על היד, המכיל בתוכו מידע רלוונטי על המחלה.",14.55,19,1,14,13,60,4.615,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,2,4,6,2,2,0,0,0,2,0,0,0,2,0,6,0,0,2,2
האם סוכרת נעורים היא מחלה מסוכנת?,4.33,6,0,5,6,27,4.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,1
"כל מקום במוסד חינוך לרבות חדר המוסד, מגורי תלמידים בטווח 10 מטר מהכניסה או מהיציאה.",10.1,21,1,14,15,67,4.467,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,10,8,0,0,0,4,0,2,2,0,0,0,0,0,2,0,0,2
"על המכתב לכלול בצורה ברורה רשימה של כל הפעולות הרפואיות שבוצעו בעבר - צנתור, ניתוח מעקפים, החלפת מפרקים וכיוצא באלה).",14.22,32,1,19,19,93,4.895,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,18,4,4,8,12,2,0,4,2,0,0,0,0,0,2,0,2,2,0,0,3
"בטיול ממושך, הסכנה העיקרית לחולי אסתמה היא יציאה מאיזון והופעת התקפים.",9.44,18,1,10,11,58,5.273,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,6,6,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1
בימים קרים הוסיפו כובע.,3.83,7,1,3,4,19,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
גם בחורף צריך לעשות כל יום אמבטיה?,5.0,8,0,6,7,27,3.857,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2
"אם קשה לך לפרט את הקשיים הרפואיים, או שאתה זקוק למתרגם, אתה רשאי להביא אתך לוועדה מלווה מתאים.",11.7,23,1,17,18,74,4.111,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,6,4,0,0,4,0,0,0,4,2,0,2,4,4,0,0,4,4
"התופעה חולפת מעצמה, ואין צורך לטפל בה.",5.9,12,1,6,7,30,4.286,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ועדת ערר, המתקיימת במשרד החינוך בבאר שבע, רשאית לקבל את הערר, לדחות אותו או להחזיר את העניין לוועדת השמה לדיון נוסף.",15.1,30,1,20,21,92,4.381,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,10,10,0,2,4,6,0,0,2,6,0,4,0,0,0,0,2,4
בימים הראשונים שלאחר הלידה הצואה נראית שחורה וצמיגה - וגם זה נורמלי.,7.64,14,1,11,11,55,5.0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,2,8,4,2,2,0,0,2,0,0,0,2,2,2,0,0,0,1
"חשוב לדעת: רק ביטוח נסיעות בכללית חו""ל מאפשר כיסוי לבעיות בריאות ולמחלות קיימות וכרוניות, אם נהנית מתקופת בריאות יציבה בחצי השנה שלפני הטיול בחו""ל.",17.56,36,1,23,26,119,4.577,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,18,2,8,16,6,4,4,4,4,0,2,2,0,0,2,0,2,0,0,2,2
מה לעשות?,2.0,2,0,1,2,7,3.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"לאחר ההרשמה, יש לעקוב אחר הנחיות שירות התעסוקה בנוגע להתייצבות פיזית במרכזי שירות התעסוקה.",8.88,19,1,13,14,75,5.357,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,6,0,0,0,8,0,2,0,0,0,0,0,4,0,0,2,2
כיצד ניתן לשלם?,2.33,3,1,2,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
איך בוחרים מיטת תינוק?,2.33,3,0,3,4,18,4.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,1
"יש חשיבות לניקוי של המפשעות בזמן  החלפת חיתול, לניגוב קפלים ולניקוי הפנים לפחות פעם ביום.",5.57,12,1,14,15,72,4.8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,8,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,2
ניתן לפנות לאחות טיפת חלב או למוקד 2700* כדי לקבל מידע על יועצת הנקה באזור.,8.93,19,1,14,15,59,3.933,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10,4,0,6,2,0,0,0,6,0,0,2,0,0,0,0,4,0,0,2,2
"התשלום מתבצע באופן מהיר, בזמן הנוח לכם, ללא המתנה מיותרת בתור וחשבונך במאגר הנתונים הממוחשב של הרשויות מזוכה באופן אוטומטי.",14.55,30,1,19,20,101,5.05,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,12,14,0,4,4,2,0,0,0,0,0,0,0,4,0,0,0,1
"כעבור יומיים־שלושה, בעקבות ההנקה, מקבלת הצואה גוון צהבהב, ולעיתים קרובות היא רכה.",7.38,15,1,11,13,65,5.0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,2,2,4,2,0,2,0,0,0,0,0,4,0,0,0,1
"ועדת השילוב מתקיימת במתי""א באר שבע, לפרטים נוספים בטלפון 08-647466",8.94,18,0,9,12,54,4.5,8,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2,2,8,6,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0
הפריחה אינה מלוּוה בסימנים נוספים והיא חולפת ללא טיפול.,6.1,10,1,8,10,45,4.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
"אולם קריאה וחדר קריאה בספריה הפתוחה לציבור, חוץ מן המקומות שהוקצו בידי הנהלת המקום שבהם יהיה העישון מותר, אם הוקצו, ובלבד שיש בהם סידורי אוורור תקינים והעישון בהם אינו גורם למטרד בחלקים אחרים של המקום.",28.48,58,1,34,35,163,4.657,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,6,12,20,6,2,4,6,0,2,4,0,0,6,4,6,0,0,0,5
הכיסויים צריכים להיות קלים אך מחממים.,4.43,7,1,5,6,31,5.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2
"המזרן חייב להיות קשה, שטוח ומצופה בבד אטום לנוזלים כדי למנוע חלחול נוזלים לספוג.",9.17,17,1,13,14,65,4.643,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6,6,6,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1
שים לב!,2.33,4,0,1,2,5,2.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"אחרי אלה ניתן למנות פציעות בתאונות שונות (ולכן, למשל, חשוב שיהיה ביטוח טוב) - ורק לבסוף מגיע תורן של המחלות הזיהומיות, המאפיינות את ארצות היעד.",14.92,30,1,24,24,112,4.667,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,2,4,8,2,4,8,2,0,4,0,2,0,4,2,2,0,0,4,4
אתה זכאי לקבל את תוצאות הבדיקות במקום עריכתן עוד בטרם התקבלה החלטה בעניינך.,7.0,16,1,12,13,62,4.769,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,4,0,0,0,2,0,2,0,2,0,0,2,4,0,0,2,2
"בית המשפט הגדיר את אחריות בעל העסק במובן רחב יותר, ומצפה מבעל העסק בנוסף למפורט לעיל, גם לסרב לתת שירות לאדם המעשן בניגוד לחוק ואף לדרוש ממנו לעזוב את המקום, אם לא יחדל מביצוע העבירה.",23.4,49,1,34,35,145,4.143,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,2,14,16,4,6,4,14,0,4,4,4,0,0,0,2,0,0,0,5
"מה חשוב לקחת לחו""ל?",3.4,6,0,3,5,14,2.8,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1
החלטת מנהל מחוז היא סופית ואינה נתונה לערר (לא ניתן להשתתף בדיונים לגבי הבקשה).,9.65,19,1,13,14,63,4.5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,4,2,2,2,6,0,0,0,0,0,0,0,2,0,0,2,1
"אם המעשן מסרב להפסיק לעשן ו/או לעזוב את המקום, פנה למוקד הפיקוח העירוני והזמן פקח רשום תיעוד של האירוע, כולל תאריך, מקום ושעה, פרט את הצעדים שננקטו על מנת לטפל בוואת תוצאות האירוע.",23.04,47,1,32,34,142,4.176,0,6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,24,14,2,6,20,6,4,4,6,0,0,2,4,0,2,0,2,0,0,0,5
אחד התינוקות במחלקה חלה בצהבת פיזיולוגית.,5.67,10,1,5,6,35,5.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"אתה בעל אזרחות ישראלית, וטרם חלפה שנה מהמועד שבו חדלת להיות תושב ישראל, ונפגעת מחוץ לישראל.",12.79,24,1,15,16,73,4.562,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,6,4,2,4,4,0,2,0,0,0,2,2,2,0,0,0,3
"חרף העובדה הידועה, כי אנשים בכל הגילאים נוטים להעריך את גילם הסובייקטיבי כצעיר מזה הכרונולוגי (פער ההולך ומתעצם עם ההזדקנות), הרי שלמטיילים המבוגרים יותר מאפיינים בריאותיים מיוחדים, שאסור להתעלם מהם.",22.86,49,1,29,30,164,5.467,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,6,12,20,2,4,10,0,0,2,4,2,0,4,2,4,2,0,2,5
מקומות ציבוריים רשאים למנות סדרנים למניעת העישון.,4.62,9,1,6,7,42,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
תשובה הכוללת אישור או דחייה תועבר לפונה ולרשות במייל/בפקס.,6.83,12,1,8,10,48,4.8,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2,0,4,2,2,4,2,2,0,0,2,0,0,2,0,0,0,0,0,1
טעות.,0.0,0,0,0,1,4,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"המשמעות - רווח ניכר לתושב ולסביבה, הן בחיסכון בנייר, הן במהירות קבלת המידע וכן בנוחות וביעילות המעקב אחר החשבונות התקופתיים.",21.25,38,1,19,19,101,5.316,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2,0,12,18,6,0,2,4,0,4,0,0,0,0,0,2,0,0,0,3
